Transaction Number,Fuel Quantity,Gross Price,Full Address,Date & Time,Fuel Type,Site Name,Site ID,VIN,Vehicle ID
105681,25.78,3.64,"43220 OH,  Columbus, 6263 Alabatross Ave, ",2024-10-02 10:45:19,gas,Sunoco,46801,I320H36HW08P8TW5L,45165781
105682,52.771,2.90,"43209 OH,  Columbus, 3397 10-Mile Avenue, ",2024-10-02 05:14:53,biodiesel,Marathon,efgee,M0TKOW3BASFKG9I9V,17111111
105683,8.3052,2.19,"43220 OH,  Columbus, 6263 Alabatross Ave, ",2024-10-02 09:34:56,propane,Sunoco,46801,2OLJZWJ27KWSYPBVT,62543511
105690,23.66262,3.96,"43218 OH,  Columbus, 8509 Beechmont Parkwy, ",2024-10-02 05:52:28,liquid natural gas,Love's,bcdyc,Y86IYT81I3XXN53O9,11122611
105708,8.038,2.42,"43240 OH,  Columbus, 1860 SR 222 Street, ",2024-10-02 06:50:13,diesel,Speedway,aaji,TT29M46WXRF41DBM5,11111141
105714,18.8289,3.68,"43240 OH,  Columbus, 2821 Kellogg Str, ",2024-10-02 12:14:28,gas,Bucky's,swwyx,YLYUQYMMA8MMSST2B,11114126
105766,44.298,2.37,"43215 OH,  Columbus, 6175 Stonehill St, ",2024-10-02 05:53:57,gas,Marathon,egfff,Z8IAF4XPA200G71V4,11118121
105784,49.592,2.10,"43215 OH,  Columbus, 6072 Second pkwy, ",2024-10-02 08:57:50,liquefied natural gas,Speedway,mbma,0GSO367QRN3DZYF82,82538861
105805,20.0979,3.11,"43203 OH,  Columbus, 6939 Spring Grove Court, ",2024-10-02 05:01:45,lng,Sunoco,12600,SQ4OGE4H5QABMQWZ7,51485614
105828,12.9873,3.45,"43251 OH,  Columbus, 9192 Beech Court, ",2024-10-02 03:34:58,liquified natural gas,Love's,ebcjc,Y85NXTQXOQVERY198,16884137
105960,54.81237,2.69,"43272 OH,  Columbus, 3166 8-Mile Str, ",2024-10-02 11:49:26,kerosene,Speedway,oafa,O0FLCJVEM74MN3CMT,14418266
105974,15.5777,2.09,"43201 OH,  Columbus, 1082 Brandonmere Str, ",2024-10-02 08:07:14,diesel,Bucky's,sxwyx,94GK0GXS94JAGJQDI,11712121
106018,32.27,3.15,"43229 OH,  Columbus, 4686 Dutch Elm Court, ",2024-10-02 11:01:18,liquified natural gas,Marathon,egfeg,LZBF8244WOMSJIUNO,15811855
106032,53.52935,4.07,"43271 OH,  Columbus, 4322 Loreli Lane, ",2024-10-02 12:20:10,methanol,Love's,cbccc,T2XSW0V3J63JKYNS6,61118311
106091,10.63959,2.13,"43268 OH,  Columbus, 2141 Wayfair Court, ",2024-10-02 11:43:10,methanol,Sunoco,74510,AUV9UW5XTB8RLA01D,47255112
106095,23.108,4.04,"43227 OH,  Columbus, 9462 Linderwood Ave, ",2024-10-02 09:13:38,ethanol,Marathon,efeff,VFF6HKGYWLXD9HXVB,51821111
106097,37.57849,3.85,"43215 OH,  Columbus, 6072 Second pkwy, ",2024-10-02 03:36:06,liquefied natural gas,Speedway,mbma,U3MH1BTOHNZ7F5KCM,11151111
106099,9.22982,3.10,"43265 OH,  Columbus, 3232 Sunrise pkwy, ",2024-10-02 11:10:04,gas,Sunoco,12010,JZIXG4SMHZDNIXDOT,11513111
106114,10.707,2.06,"43201 OH,  Columbus, 233 Clifton Lane, ",2024-10-02 10:25:43,lng,Love's,bbccp,DNV6ZKSCW2QQVB91N,11318111
106183,10.61,3.75,"43224 OH,  Columbus, 6656 Elm Parkway, ",2024-10-02 07:37:50,diesel,Speedway,anyx,JMZHD8DJ0FYZIAG0U,11151716
106209,34.10352,2.28,"43226 OH,  Columbus, 398 Cougar Avenue, ",2024-10-02 11:24:54,gas,Bucky's,wywxx,4JV6ELJUCVYZ8SQ6J,13111117
106219,41.755,2.02,"43251 OH,  Columbus, 3548 Second pkwy, ",2024-10-02 03:47:57,liquid natural gas,Marathon,egggf,TWN5QXB2A681TA05X,26831877
106225,22.423,4.08,"43279 OH,  Columbus, 3399 10-Mile Parkwy, ",2024-10-02 10:42:18,lng,Marathon,geggg,VFF6HKGYWLXD9HXVB,51821111
106239,53.7579,3.57,"43229 OH,  Columbus, 4686 Dutch Elm Court, ",2024-10-02 09:22:47,lng,Marathon,egfeg,MSXH2OKIIOF2361VA,75744517
106247,24.8891,2.70,"43240 OH,  Columbus, 1687 Dutch Elm Parkwy, ",2024-10-02 09:37:26,lng,Love's,bcdch,2Y8HYA7UV5F3TCX7T,21616146
106302,50.49837,2.80,"43215 OH,  Columbus, 6175 Stonehill St, ",2024-10-02 04:55:12,diesel,Marathon,egfff,JKG9PZEU2N314HBWI,61681174
106320,21.7828,2.88,"43240 OH,  Columbus, 2821 Kellogg Str, ",2024-10-02 08:24:12,propane,Bucky's,swwyx,KSSALM1OSBQFLF9CX,11672842
106325,5.195,2.55,"43218 OH,  Columbus, 6899 Royal Oak pkwy, ",2024-10-02 04:07:35,propane,Bucky's,awwyw,HL315FP22H660J1PW,18181518
106339,33.633,2.54,"43201 OH,  Columbus, 233 Clifton Lane, ",2024-10-02 06:11:12,gas,Love's,bbccp,1INSLHJ1JLEMLBTEC,11613118
106352,42.53663,4.03,"43234 OH,  Columbus, 4572 Forest Crest Lane, ",2024-10-02 11:39:28,kerosene,Flying J,17348,O3F3A81TQKZSKBN8P,11141111
106355,13.88,4.00,"43235 OH,  Columbus, 2208 Wayfair Parkway, ",2024-10-02 03:18:49,liquified natural gas,Speedway,laea,OUZWIPE9903ZKJ4PV,52521383
106431,20.71,2.14,"43211 OH,  Columbus, 4992 Lincoln Avenue, ",2024-10-02 03:17:09,gas,Marathon,egfge,D6IJ22VT2255RXLXS,88186174
106446,15.449,3.70,"43291 OH,  Columbus, 8605 Dutch Elm Str, ",2024-10-02 05:26:49,biodiesel,Sunoco,22001,5QNNTTIGC0XECBSZA,71111111
106467,42.74085,3.95,"43279 OH,  Columbus, 5478 Royal Oak Road, ",2024-10-02 11:51:36,liquified natural gas,WalMart,dddlg,ND3MR8ACJJ0QJW5IA,11318811
106480,28.528,2.24,"43271 OH,  Columbus, 4533 Contempo Street, ",2024-10-02 06:35:47,LNG,Bucky's,awxww,7GH9GTAVFOKUH2ATT,21746111
106481,45.276,3.58,"43291 OH,  Columbus, 8605 Dutch Elm Str, ",2024-10-02 08:58:21,liquid natural gas,Sunoco,22001,2Y8HYA7UV5F3TCX7T,21616146
106513,28.89,2.34,"43226 OH,  Columbus, 398 Cougar Avenue, ",2024-10-02 05:35:41,LNG,Bucky's,wywxx,9Y6W023ETMN1B6CCG,14111111
106552,18.92191,3.47,"43203 OH,  Columbus, 6939 Spring Grove Court, ",2024-10-02 09:48:25,kerosene,Sunoco,12600,6OOANWPXIZC78WML9,58678146
106555,8.536,3.81,"43224 OH,  Columbus, 6656 Elm Parkway, ",2024-10-02 12:46:45,biodiesel,Speedway,anyx,SET6U3LYDKLVQZ7ZJ,11215155
106557,8.65,2.78,"43251 OH,  Columbus, 3099 Daylight Street, ",2024-10-02 10:38:40,liquefied natural gas,Love's,kccpf,51C48HUHZT7Q344M7,11181121
106563,51.23677,2.46,"43227 OH,  Columbus, 9462 Linderwood Ave, ",2024-10-02 11:48:10,diesel,Marathon,efeff,CPDWT7S2N7W252N7J,11111463
106576,45.5911,2.81,"43215 OH,  Columbus, 2907 SR 222 St, ",2024-10-02 07:06:36,propane,Sunoco,42611,YMNPK91WGWDKV38S1,71816111
106583,14.2409,3.37,"43227 OH,  Columbus, 9260 8-Mile pkwy, ",2024-10-02 05:55:37,methanol,Love's,bbcdt,9MFFGXNLCKZSDCMPN,32177131
106634,36.1127,3.59,"43224 OH,  Columbus, 6656 Elm Parkway, ",2024-10-02 07:13:47,gas,Speedway,anyx,5WSL6MI9Z56VFWD1Z,57481141
106661,18.54514,2.63,"43235 OH,  Columbus, 2208 Wayfair Parkway, ",2024-10-02 08:59:51,diesel,Speedway,laea,LVYR5E6XWTA2JOASW,87176551
106727,45.7036,3.96,"43214 OH,  Columbus, 7241 Miller Road, ",2024-10-02 04:58:39,liquefied natural gas,Speedway,vaia,WZ26MJNXMYAHSFJ3B,31215171
106740,53.2033,2.44,"43202 OH,  Columbus, 1632 Forest Crest Lane, ",2024-10-02 10:39:12,kerosene,Love's,gcccc,HHR80V0W7G98GA1E5,11131811
106741,3.19,3.05,"43221 OH,  Columbus, 3195 Fox Str, ",2024-10-02 11:47:08,liquefied natural gas,WalMart,ddkdd,P0XU0EIIE79IIB0NF,71771152
106852,25.22085,2.40,"43240 OH,  Columbus, 2821 Kellogg Str, ",2024-10-02 10:32:15,diesel,Bucky's,swwyx,Z8586TLBS3V9PX6T2,47733126
106864,7.53,2.00,"43221 OH,  Columbus, 3195 Fox Str, ",2024-10-02 12:39:51,methanol,WalMart,ddkdd,7UP9KSTEHQ3DXOT2I,21753118
106906,4.6,1.92,"43271 OH,  Columbus, 4533 Contempo Street, ",2024-10-02 04:50:13,lng,Bucky's,awxww,NQNPUO13X2452NQIY,61774265
106915,19.68119,2.73,"43202 OH,  Columbus, 972 Alabatross Court, ",2024-10-02 03:12:49,kerosene,Bucky's,bwwww,2WCCCTV9TC9II4BZC,17784157
106921,27.492,3.18,"43215 OH,  Columbus, 6072 Second pkwy, ",2024-10-02 05:28:54,kerosene,Speedway,mbma,OXXI8U95B1MAJJ9LO,17423684
106939,9.362,3.45,"43220 OH,  Columbus, 6263 Alabatross Ave, ",2024-10-02 09:26:05,gas,Sunoco,46801,DXZ639D3EIZVJSS8E,16112673
106943,37.9291,3.58,"43291 OH,  Columbus, 6335 Summit Parkway, ",2024-10-02 08:50:55,lng,Marathon,eegfe,03PO2RX2CFZUJ20FO,12314311
106947,41.26791,3.58,"43279 OH,  Columbus, 5478 Royal Oak Road, ",2024-10-02 09:25:48,ethanol,WalMart,dddlg,FE4PJ35K1R88PW9UU,17314381
106949,34.241,2.89,"43203 OH,  Columbus, 6939 Spring Grove Court, ",2024-10-02 12:40:41,propane,Sunoco,12600,C7JSMIYIUP8FRAPD5,11118861
106954,49.453,3.13,"43214 OH,  Columbus, 7393 Kellogg Ave, ",2024-10-02 10:09:09,biodiesel,Marathon,ffeee,W7IV7RB3MTJCOG234,11241161
107004,27.26,3.53,"43214 OH,  Columbus, 7393 Kellogg Ave, ",2024-10-02 06:11:27,biodiesel,Marathon,ffeee,B3ND63HXYQ48O4DNG,13815211
107026,54.10077,3.00,"43209 OH,  Columbus, 3397 10-Mile Avenue, ",2024-10-02 10:13:27,kerosene,Marathon,efgee,2AD9QFVFISJ0U4UO8,17111618
107037,9.6,3.32,"43220 OH,  Columbus, 6263 Alabatross Ave, ",2024-10-02 05:41:24,methanol,Sunoco,46801,3FBFLMI1EWFIBQ8XA,18781181
107043,39.22245,2.64,"43215 OH,  Columbus, 9430 Pennsylvania Ave, ",2024-10-02 04:17:50,biodiesel,Marathon,egegg,ADIPNGNIZ6M4Q0BKE,11111168
107049,12.74928,2.58,"43211 OH,  Columbus, 4992 Lincoln Avenue, ",2024-10-02 07:34:53,ethanol,Marathon,egfge,UMEB6FIQZTP48YKTN,51771525
107072,41.2918,3.46,"43227 OH,  Columbus, 9462 Linderwood Ave, ",2024-10-02 09:18:36,liquid natural gas,Marathon,efeff,A8OT6FLSLZ1S4RJ0T,71631111
107082,13.79,3.33,"43214 OH,  Columbus, 7241 Miller Road, ",2024-10-02 12:39:50,methanol,Speedway,vaia,YDH9YP5IYNEWYVWKL,21261114
107091,44.611,2.25,"43268 OH,  Columbus, 2141 Wayfair Court, ",2024-10-02 03:53:59,methanol,Sunoco,74510,D26815W75UV8VAVGT,81513111
107097,31.6666,2.35,"43226 OH,  Columbus, 7568 Sunrise Str, ",2024-10-02 08:38:15,gas,Flying J,22345,YNU295WLD4AIBQK1K,71132247
107105,24.59,3.25,"43234 OH,  Columbus, 4572 Forest Crest Lane, ",2024-10-02 08:49:27,gas,Flying J,17348,TXCOEH8CJYYHQHP0A,88281111
107111,52.35,3.30,"43209 OH,  Columbus, 1998 Royal Oak Lane, ",2024-10-02 04:40:44,kerosene,Sunoco,42010,U4X1K1QGL1B6Q7H62,51216311
107114,29.186,3.10,"43272 OH,  Columbus, 3166 8-Mile Str, ",2024-10-02 07:22:58,ethanol,Speedway,oafa,CIQBXP25KA9R7ZUOQ,88141111
107131,20.48,3.17,"43231 OH,  Columbus, 2332 MountainCrest Ave, ",2024-10-02 05:37:47,kerosene,Bucky's,vxxwx,QKDSFZSHWN2SCXFMP,11181785
107141,27.6692,3.32,"43227 OH,  Columbus, 9462 Linderwood Ave, ",2024-10-02 12:00:16,diesel,Marathon,efeff,06X8U2REFDZ13J1SF,14156136
107142,33.8186,2.94,"43221 OH,  Columbus, 3195 Fox Str, ",2024-10-02 07:06:25,liquefied natural gas,WalMart,ddkdd,VOIZ5A9Q67Z70VYJK,17611131
107155,18.76,2.62,"43271 OH,  Columbus, 4322 Loreli Lane, ",2024-10-02 05:19:50,gas,Love's,cbccc,3ACBEDC2N76UQZ2OT,16261427
107166,8.78271,2.06,"43226 OH,  Columbus, 398 Cougar Avenue, ",2024-10-02 06:27:26,liquid natural gas,Bucky's,wywxx,6F2NXQSIWLR4554QS,52285214
107167,48.56325,3.02,"43231 OH,  Columbus, 2332 MountainCrest Ave, ",2024-10-02 03:31:22,liquefied natural gas,Bucky's,vxxwx,BEYNG6XLBAJPGXJNE,11181151
107211,17.8383,3.41,"43240 OH,  Columbus, 1860 SR 222 Street, ",2024-10-02 11:51:35,propane,Speedway,aaji,Q3BTFV4O7BY3Y3OY2,71115111
107221,38.74871,2.68,"43279 OH,  Columbus, 8636 Clifton Parkwy, ",2024-10-02 12:14:49,liquified natural gas,Love's,bcdcp,1KIM7T5TLKVZ365E6,56742681
107246,26.014,2.51,"43236 OH,  Columbus, 2496 Kellogg pkwy, ",2024-10-02 11:36:31,gas,Bucky's,awwwy,GJ0RVJD0TFGB0GYYF,81111111
107261,38.95634,3.62,"43272 OH,  Columbus, 3166 8-Mile Str, ",2024-10-02 03:25:00,kerosene,Speedway,oafa,758C2IAIBON99GEKA,83134527
107263,48.9728,2.09,"43251 OH,  Columbus, 6779 Cougar Parkway, ",2024-10-02 11:20:47,biodiesel,Love's,bbdhc,9WJP1F5Q0QVTWW36H,11111713
107284,9.105,3.80,"43209 OH,  Columbus, 155 Brandonmere Road, ",2024-10-02 08:27:24,liquid natural gas,Bucky's,jwwwx,D62NE5A6HZ089GOBO,54424412
107291,25.7342,3.00,"43251 OH,  Columbus, 9192 Beech Court, ",2024-10-02 09:25:59,lng,Love's,ebcjc,7WBV0XGPOU9UD8FQM,11611611
107333,18.00012,2.98,"43272 OH,  Columbus, 4280 Pretzel St, ",2024-10-02 12:01:45,methanol,Sunoco,12011,M1NQTSNQZ6YPOG8EJ,11751111
107338,47.1536,3.32,"43203 OH,  Columbus, 8216 Coyote Road, ",2024-10-02 12:27:40,ethanol,WalMart,hgdjg,6K130IXA1KACPZM6W,65441165
107368,32.3183,2.24,"43214 OH,  Columbus, 7393 Kellogg Ave, ",2024-10-02 05:19:56,LNG,Marathon,ffeee,OT2WGZBQPV6N7VD31,11137811
107388,19.8648,3.39,"43203 OH,  Columbus, 8216 Coyote Road, ",2024-10-02 07:42:32,propane,WalMart,hgdjg,TMPL2FUQB0O7U03AI,11111117
107408,38.52,2.39,"43209 OH,  Columbus, 3397 10-Mile Avenue, ",2024-10-02 04:27:10,kerosene,Marathon,efgee,CXUQELEXF1REEVV1R,16111111
107413,50.97,2.72,"43203 OH,  Columbus, 8216 Coyote Road, ",2024-10-02 08:18:19,lng,WalMart,hgdjg,NG7UY5E7OJGMAWSI8,16722221
107432,36.12432,3.31,"43207 OH,  Columbus, 9059 Beech Court, ",2024-10-02 06:23:23,diesel,WalMart,ddmgd,H9PIAXGFKEMQB1MY8,16111111
107448,41.593,3.31,"43212 OH,  Columbus, 2878 Daylight Road, ",2024-10-02 05:14:01,gas,Bucky's,awwyw,2IDLH4C4UT7WMS0XV,42311121
107453,2.5421,3.08,"43235 OH,  Columbus, 2208 Wayfair Parkway, ",2024-10-02 09:45:00,LNG,Speedway,laea,K2Z6PUK36D628U4GD,12622121
107480,18.01355,3.45,"43224 OH,  Columbus, 6656 Elm Parkway, ",2024-10-02 09:51:47,liquid natural gas,Speedway,anyx,BZWQ68UV75UXISWJZ,11111211
107481,45.746,3.45,"43227 OH,  Columbus, 9462 Linderwood Ave, ",2024-10-02 06:43:19,gas,Marathon,efeff,VY1WF9M28T22F786P,16812511
107482,8.4064,2.58,"43291 OH,  Columbus, 8605 Dutch Elm Str, ",2024-10-02 06:52:09,biodiesel,Sunoco,22001,0BVOSJPJIHAFJRQOG,73816348
107537,42.192,1.99,"43251 OH,  Columbus, 3099 Daylight Street, ",2024-10-02 09:41:05,gas,Love's,kccpf,ZVLHLGWYCP62EA78C,11111451
107539,42.127,2.61,"43220 OH,  Columbus, 7821 WindingWay pkwy, ",2024-10-02 05:42:18,liquid natural gas,Sunoco,18200,8VJCIPLBGQAE1MOL7,15114171
107555,25.6508,3.91,"43251 OH,  Columbus, 9192 Beech Court, ",2024-10-02 10:25:16,propane,Love's,ebcjc,MPAU4XTM3DA8SHZQO,82111512
107566,38.968,2.07,"43229 OH,  Columbus, 4686 Dutch Elm Court, ",2024-10-02 03:47:36,diesel,Marathon,egfeg,S2CVJCPFOK893FKNK,11181111
107570,17.54274,2.94,"43202 OH,  Columbus, 972 Alabatross Court, ",2024-10-02 10:42:46,methanol,Bucky's,bwwww,DM8EQYMQILTKGX3PD,23412754
107590,4.5168,2.35,"43279 OH,  Columbus, 5478 Royal Oak Road, ",2024-10-02 10:27:37,gas,WalMart,dddlg,PH7113D115Q44IDGF,48315167
107605,51.38915,2.50,"43271 OH,  Columbus, 4322 Loreli Lane, ",2024-10-02 04:54:41,liquid natural gas,Love's,cbccc,X7NC09Q6N17H12KM8,11551521
107637,34.607,2.64,"43251 OH,  Columbus, 3548 Second pkwy, ",2024-10-02 07:15:40,methanol,Marathon,egggf,9RWVV4Y0NPVRLAVBV,51111311
107643,7.772,1.99,"43226 OH,  Columbus, 7568 Sunrise Str, ",2024-10-02 12:56:02,kerosene,Flying J,22345,7UEMTBN49N83SSMB7,11151111
107650,22.35,3.54,"43202 OH,  Columbus, 972 Alabatross Court, ",2024-10-02 06:57:37,propane,Bucky's,bwwww,ET7UVB3BJYQB1I1AY,71817211
107665,43.19655,3.11,"43232 OH,  Columbus, 7343 Pretzel Str, ",2024-10-02 06:51:34,methanol,WalMart,dldde,FMPFVWXMDEUOCMDTS,11111115
107686,28.97,3.22,"43272 OH,  Columbus, 3166 8-Mile Str, ",2024-10-02 05:32:08,liquid natural gas,Speedway,oafa,POEKYJHAVOB4FKL0C,54827351
107697,9.588,2.71,"43212 OH,  Columbus, 2878 Daylight Road, ",2024-10-02 07:19:33,kerosene,Bucky's,awwyw,61P3B7XWOYA0JLMA0,11131511
107739,7.4441,3.84,"43215 OH,  Columbus, 6072 Second pkwy, ",2024-10-02 09:55:30,kerosene,Speedway,mbma,ET7UVB3BJYQB1I1AY,71817211
107771,20.15,3.21,"43251 OH,  Columbus, 3099 Daylight Street, ",2024-10-02 03:25:54,propane,Love's,kccpf,I8KC4SVWK7I2054RL,11471111
107776,17.30599,2.51,"43271 OH,  Columbus, 4533 Contempo Street, ",2024-10-02 08:47:44,liquid natural gas,Bucky's,awxww,ODNIYQWKX2OPAC3QC,33741541
107781,19.522,2.91,"43251 OH,  Columbus, 2038 10-Mile Court, ",2024-10-02 08:54:09,LNG,Bucky's,axwww,YQ2AKWS8XOYI09CR3,11157111
107792,21.6366,2.55,"43221 OH,  Columbus, 2130 Forest Creek St, ",2024-10-02 08:59:50,lng,Love's,hbcde,T678JM5JUTSLIUMUH,11111116
107796,32.14684,2.07,"43214 OH,  Columbus, 7393 Kellogg Ave, ",2024-10-02 07:30:16,lng,Marathon,ffeee,16SQ04SBO11TBE1NI,14121865
107819,40.69,2.76,"43279 OH,  Columbus, 8636 Clifton Parkwy, ",2024-10-02 04:33:33,biodiesel,Love's,bcdcp,2O4MD73FRMBMAJBDV,44458671
107836,42.13,2.07,"43205 OH,  Columbus, 3603 Forest Creek pkwy, ",2024-10-02 06:53:29,liquefied natural gas,Bucky's,bwxww,VT375KYX4HVZTO7CK,73411145
107844,5.13,2.47,"43279 OH,  Columbus, 5478 Royal Oak Road, ",2024-10-02 10:04:41,gas,WalMart,dddlg,8VJCIPLBGQAE1MOL7,15114171
107847,18.47,2.23,"43211 OH,  Columbus, 4992 Lincoln Avenue, ",2024-10-02 03:02:11,biodiesel,Marathon,egfge,54IBIWEICH9J9WIPO,81738615
107869,50.46817,3.68,"43227 OH,  Columbus, 9260 8-Mile pkwy, ",2024-10-02 05:55:38,diesel,Love's,bbcdt,YHBY0P2TGJE75CYVA,12621141
107893,3.132,1.97,"43209 OH,  Columbus, 3397 10-Mile Avenue, ",2024-10-02 12:30:59,methanol,Marathon,efgee,IXT5LIDQL7YLK0IAY,51133161
107911,9.49,3.33,"43240 OH,  Columbus, 2821 Kellogg Str, ",2024-10-02 11:57:01,LNG,Bucky's,swwyx,GUWZP2SN0OQVSAM9W,11785111
107928,32.454,3.46,"43279 OH,  Columbus, 8636 Clifton Parkwy, ",2024-10-02 03:27:04,liquified natural gas,Love's,bcdcp,VKGF807SSKSYR67T3,15784811
107943,30.2915,2.55,"43251 OH,  Columbus, 3548 Second pkwy, ",2024-10-02 11:51:20,kerosene,Marathon,egggf,QIJF68PQU8HLAT845,11111151
107965,37.50565,3.74,"43272 OH,  Columbus, 3166 8-Mile Str, ",2024-10-02 05:04:47,gas,Speedway,oafa,MLTLCKS9O2TRRE5KO,11631811
107966,16.103,3.61,"43271 OH,  Columbus, 4322 Loreli Lane, ",2024-10-02 11:06:09,lng,Love's,cbccc,3DWA4A54XA99TSZMW,11128331
107967,50.821,2.44,"43251 OH,  Columbus, 9192 Beech Court, ",2024-10-02 09:38:28,LNG,Love's,ebcjc,OMVW2A52PGKNGUVVC,51626716
108009,36.4696,2.73,"43232 OH,  Columbus, 7343 Pretzel Str, ",2024-10-02 08:20:53,biodiesel,WalMart,dldde,DNV6ZKSCW2QQVB91N,11318111
108023,22.2394,2.21,"43272 OH,  Columbus, 3166 8-Mile Str, ",2024-10-02 09:37:40,ethanol,Speedway,oafa,5FFSJTMBCBP3VP8JP,16681577
108066,50.5237,2.66,"43229 OH,  Columbus, 4686 Dutch Elm Court, ",2024-10-02 12:53:30,propane,Marathon,egfeg,IHBQB3KXQWM1CF1DO,11152111
108074,8.69984,2.60,"43265 OH,  Columbus, 3232 Sunrise pkwy, ",2024-10-02 10:11:25,kerosene,Sunoco,12010,GD4SDSOO19X2Y2JS0,41111111
108113,18.75,2.18,"43234 OH,  Columbus, 4572 Forest Crest Lane, ",2024-10-02 09:13:32,LNG,Flying J,17348,NM0HAQSF1TIMGYWRS,11151111
108122,13.47,2.67,"43234 OH,  Columbus, 4572 Forest Crest Lane, ",2024-10-02 04:04:46,biodiesel,Flying J,17348,9YBSPX01CVCOP2R16,51151111
108126,6.043,2.07,"43221 OH,  Columbus, 2130 Forest Creek St, ",2024-10-02 08:28:12,biodiesel,Love's,hbcde,OF4PCOOLQ02V5QVHA,71116114
108133,3.0541,1.99,"43226 OH,  Columbus, 398 Cougar Avenue, ",2024-10-02 06:45:33,kerosene,Bucky's,wywxx,VVL1KDIR95Q46HHL9,11117181
108140,11.334,2.83,"43227 OH,  Columbus, 9462 Linderwood Ave, ",2024-10-02 03:13:07,propane,Marathon,efeff,O4MCYR1L32FHWIYOU,41111611
108153,3.3449,2.11,"43206 OH,  Columbus, 5116 Beech Ave, ",2024-10-02 08:42:28,gas,Sunoco,36001,ZWQNRJ9W7BMOB70QG,16111381
108154,35.173,2.98,"43226 OH,  Columbus, 7568 Sunrise Str, ",2024-10-02 09:11:39,propane,Flying J,22345,2W4OVUT9GS3GLY01G,16188111
108156,17.60614,2.59,"43220 OH,  Columbus, 6263 Alabatross Ave, ",2024-10-02 03:03:52,lng,Sunoco,46801,254UKKWJB0FZW8FJI,11111611
108227,7.179,2.35,"43271 OH,  Columbus, 4322 Loreli Lane, ",2024-10-02 10:34:01,propane,Love's,cbccc,W1QABEEUSIZD29JSE,11111181
108241,32.659,1.93,"43271 OH,  Columbus, 4322 Loreli Lane, ",2024-10-02 08:40:44,propane,Love's,cbccc,Z53WJ4A2HJ23G21NU,11111181
108261,17.581,2.31,"43221 OH,  Columbus, 3195 Fox Str, ",2024-10-02 09:27:31,propane,WalMart,ddkdd,6Q2SEPRAHIN0AV1L3,13115411
108276,7.94926,2.36,"43271 OH,  Columbus, 4322 Loreli Lane, ",2024-10-02 08:12:02,diesel,Love's,cbccc,PNKBPRQX1B5EQ74ZW,11111115
108310,52.3795,1.91,"43279 OH,  Columbus, 5478 Royal Oak Road, ",2024-10-02 09:37:28,LNG,WalMart,dddlg,XPLC9MEY7H0O0AP8F,46171677
108327,17.4631,2.33,"43207 OH,  Columbus, 9059 Beech Court, ",2024-10-02 05:35:53,LNG,WalMart,ddmgd,UXYHKJCWHNXZP3S7L,41151112
108336,54.388,2.76,"43227 OH,  Columbus, 9462 Linderwood Ave, ",2024-10-02 11:44:46,kerosene,Marathon,efeff,9STTJAJKQ9JQ88ZME,12111115
108357,42.848,2.59,"43291 OH,  Columbus, 6335 Summit Parkway, ",2024-10-02 08:09:45,kerosene,Marathon,eegfe,PEZQAVR1985PDW761,32811316
108371,39.024,3.31,"43206 OH,  Columbus, 5116 Beech Ave, ",2024-10-02 03:20:47,liquefied natural gas,Sunoco,36001,XX2MK53AHHVTG35NL,67867161
108374,11.18937,3.01,"43224 OH,  Columbus, 435 Elon St, ",2024-10-02 12:46:21,propane,Marathon,eefgg,PU1BCYLVWEXF42XEM,15312118
108381,15.86,3.52,"43291 OH,  Columbus, 8605 Dutch Elm Str, ",2024-10-02 12:06:11,biodiesel,Sunoco,22001,9MFFGXNLCKZSDCMPN,32177131
108389,18.455,3.31,"43221 OH,  Columbus, 2555 Miller Lane, ",2024-10-02 08:23:03,biodiesel,Flying J,84448,UTRJ0F8RVUN2U8JZ7,21111611
108418,33.45,3.42,"43221 OH,  Columbus, 2555 Miller Lane, ",2024-10-02 04:44:22,diesel,Flying J,84448,Q1F3L5V8DRWJL1216,11144445
108431,46.94,2.13,"43221 OH,  Columbus, 2555 Miller Lane, ",2024-10-02 10:36:48,lng,Flying J,84448,AWX5AXKXC9Z85RSFI,51646583
108477,8.785,3.30,"43221 OH,  Columbus, 3195 Fox Str, ",2024-10-02 05:08:02,biodiesel,WalMart,ddkdd,7GH9GTAVFOKUH2ATT,21746111
108480,18.57079,2.18,"43231 OH,  Columbus, 2332 MountainCrest Ave, ",2024-10-02 11:12:10,liquid natural gas,Bucky's,vxxwx,ZOBMK6J14MUTAT28Y,81161118
108485,12.22335,1.93,"43240 OH,  Columbus, 2821 Kellogg Str, ",2024-10-02 06:45:23,lng,Bucky's,swwyx,055QQ51FN2891YMYS,18111455
108487,10.1821,4.06,"43218 OH,  Columbus, 6899 Royal Oak pkwy, ",2024-10-02 10:27:42,kerosene,Bucky's,awwyw,LOKC94P7U4DTNGP4A,13136521
108505,28.972,3.59,"43215 OH,  Columbus, 6175 Stonehill St, ",2024-10-02 08:24:03,liquefied natural gas,Marathon,egfff,O8HGON2DQRZKTXUTB,41711143
108545,34.8585,3.60,"43226 OH,  Columbus, 7568 Sunrise Str, ",2024-10-02 06:52:14,biodiesel,Flying J,22345,FKQD2BTT8FP87HDHG,14525856
108561,27.536,3.28,"43260 OH,  Columbus, 918 Fox Street, ",2024-10-02 11:22:57,gas,Marathon,efgee,A7BU68AV6C8HRBMNS,71215734
